Academy,Course Code,Course Item,Activity Name,Activity Type,Trainee Masked,Result,Percentage,Attempt,Date
Toronto,T-21-COR-03,Unix,Core - UNIX Shell Scripting Project March 2015,Standard,Trainee 120,86,0.86,2,04/03/2021 00:00
Toronto,T-21-COR-03,Unix,Core - UNIX Shell Scripting Project March 2015,Standard,Trainee 1744,86,0.86,1,04/03/2021 00:00
Toronto,T-21-COR-03,Unix,Core - UNIX Command Line Test March 2015,Standard,Trainee 1084,86,0.86,1,04/03/2021 00:00
Toronto,T-21-COR-03,Unix,Core - UNIX Shell Scripting Project March 2015,Standard,Trainee 364,83,0.83,1,04/03/2021 00:00
Toronto,T-21-COR-03,Unix,Core - UNIX Shell Scripting Project March 2015,Standard,Trainee 1927,81,0.81,1,04/03/2021 00:00
Toronto,T-21-COR-03,Unix,Core - UNIX Shell Scripting Project March 2015,Standard,Trainee 1251,81,0.81,1,04/03/2021 00:00
Toronto,T-21-COR-03,Unix,Core - UNIX Command Line Test March 2015,Standard,Trainee 120,80,0.8,1,04/03/2021 00:00
Toronto,T-21-COR-03,Unix,Core - UNIX Command Line Test March 2015,Standard,Trainee 1744,80,0.8,1,04/03/2021 00:00
Toronto,T-21-COR-03,Unix,Core - UNIX Shell Scripting Project March 2015,Standard,Trainee 120,70,0.7,1,04/03/2021 00:00
Toronto,T-21-COR-03,Unix,Core - UNIX Command Line Test March 2015,Standard,Trainee 1927,63,0.63,1,04/03/2021 00:00
London,L-21-JAV-01,WebApps JavaScript/TypeScript/Angular/React Wk 1,Java Marking Scheme,Standard,Trainee 86,100,1,1,05/03/2021 00:00
Glasgow,G-21-FOU-06,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 110,60,1,1,05/03/2021 00:00
London,L-21-GB2B-02,Excel,EXCEL Exam - March 2017,Standard,Trainee 166,100,1,1,05/03/2021 00:00
New York,N-21-COR-02,Proskill,Core - Pro Skills Presentation Assessment,Standard,Trainee 219,60,1,1,05/03/2021 00:00
Glasgow,G-21-FOU-04,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 237,60,1,1,05/03/2021 00:00
London,L-21-JAV-01,WebApps JavaScript/TypeScript/Angular/React Wk 1,Java Marking Scheme,Standard,Trainee 248,100,1,1,05/03/2021 00:00
Sydney,SY-21-BA/BI-01,Excel,EXCEL Exam - March 2017,Standard,Trainee 270,100,1,1,05/03/2021 00:00
London,L-21-JAV-01,WebApps JavaScript/TypeScript/Angular/React Wk 1,Java Marking Scheme,Standard,Trainee 285,100,1,1,05/03/2021 00:00
Sydney,SY-21-FOU-04,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 297,60,1,1,05/03/2021 00:00
Leeds,LE-21-FOU-04,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 313,60,1,1,05/03/2021 00:00
Glasgow,G-21-FOU-06,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 345,60,1,1,05/03/2021 00:00
London,L-21-FOU-05,Intro to Python,General Marking Scheme,Standard,Trainee 529,100,1,1,05/03/2021 00:00
Glasgow,G(L)-21-FOU-05,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 598,60,1,1,05/03/2021 00:00
Leeds,LE-21-FOU-04,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 609,60,1,1,05/03/2021 00:00
London,L-21-FOU-05,Intro to Python,General Marking Scheme,Standard,Trainee 611,100,1,1,05/03/2021 00:00
Frankfurt,F-21-FOU-03,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 658,60,1,1,05/03/2021 00:00
Sydney,SY-21-BA/BI-01,Excel,EXCEL Exam - March 2017,Standard,Trainee 679,100,1,1,05/03/2021 00:00
Hong Kong,H-21-FOU-03,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 683,60,1,1,05/03/2021 00:00
New York,N-21-COR-02,Proskill,Core - Pro Skills Presentation Assessment,Standard,Trainee 710,60,1,1,05/03/2021 00:00
Glasgow,G-21-BIT-01,Extract; Transform; Load,General Marking Scheme,Standard,Trainee 715,100,1,1,05/03/2021 00:00
Glasgow,G(L)-21-FOU-05,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 842,60,1,1,05/03/2021 00:00
Glasgow,G-21-FOU-04,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 861,60,1,1,05/03/2021 00:00
Sydney,SY-21-BA/BI-01,Excel,EXCEL Exam - March 2017,Standard,Trainee 887,100,1,1,05/03/2021 00:00
Poland,P-21-FOU-01,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 889,60,1,1,05/03/2021 00:00
Frankfurt,F-21-FOU-03,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 946,60,1,1,05/03/2021 00:00
Frankfurt,F-21-FOU-03,Pro Skills,Core - Pro Skills - Interview,Standard,Trainee 946,80,1,1,05/03/2021 00:00
Glasgow,G-21-FOU-04,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 948,60,1,1,05/03/2021 00:00
Hong Kong,H-21-FOU-03,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 992,60,1,1,05/03/2021 00:00
Glasgow,G-21-FOU-03,Unix,EMEA UNIX Shell Scripting Project  2021,Standard,Trainee 1131,100,1,1,05/03/2021 00:00
Sydney,SY-21-FOU-03,Unix,Core - UNIX Shell Scripting Project March 2015,Standard,Trainee 1185,100,1,1,05/03/2021 00:00
London,L-21-JAV-01,WebApps JavaScript/TypeScript/Angular/React Wk 1,Java Marking Scheme,Standard,Trainee 1255,100,1,1,05/03/2021 00:00
London,L-21-GB2B-02,Excel,EXCEL Exam - March 2017,Standard,Trainee 1262,100,1,1,05/03/2021 00:00
Arlington,AR-21-BI-01,Business Intelligence and Data Warehousing,General Marking Scheme,Standard,Trainee 1377,100,1,1,05/03/2021 00:00
Hong Kong,H-21-FOU-03,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 1458,60,1,1,05/03/2021 00:00
Sydney,SY-21-BA/BI-01,Excel,EXCEL Exam - March 2017,Standard,Trainee 1488,100,1,1,05/03/2021 00:00
Sydney,SY-21-JAV-01,Java Week 2,Java Marking Scheme,Standard,Trainee 632,99,0.99,1,05/03/2021 00:00
Poland,P-21-FOU-01,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 88,59,0.9833,1,05/03/2021 00:00
Glasgow,G(L)-21-FOU-05,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 141,59,0.9833,1,05/03/2021 00:00
Sydney,SY-21-FOU-04,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 393,59,0.9833,1,05/03/2021 00:00
Hong Kong,H-21-FOU-03,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 1677,59,0.9833,1,05/03/2021 00:00
Glasgow,G-21-FOU-06,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 603,59,0.9833,1,05/03/2021 00:00
Frankfurt,F-21-FOU-03,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 658,59,0.9833,1,05/03/2021 00:00
Glasgow,G-21-FOU-06,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 662,59,0.9833,1,05/03/2021 00:00
Hong Kong,H-21-FOU-03,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 787,59,0.9833,1,05/03/2021 00:00
Leeds,LE-21-FOU-04,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 1057,59,0.9833,1,05/03/2021 00:00
Frankfurt,F-21-FOU-03,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 1625,59,0.9833,1,05/03/2021 00:00
Glasgow,G-21-FOU-06,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 1217,59,0.9833,1,05/03/2021 00:00
Glasgow,G-21-FOU-04,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 1710,59,0.9833,1,05/03/2021 00:00
Frankfurt,F-21-FOU-03,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 1714,59,0.9833,1,05/03/2021 00:00
Glasgow,G-21-FOU-06,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 1517,59,0.9833,1,05/03/2021 00:00
London,L-21-BAT-01,BCS Business Analysis Foundation,Business Analysis Foundation Internal,Standard,Trainee 48,98,0.98,1,05/03/2021 00:00
London,L-21-GB2B-02,Excel,EXCEL Project - March 2017,Standard,Trainee 166,98,0.98,1,05/03/2021 00:00
Glasgow,G-21-BIT-01,Extract; Transform; Load,General Marking Scheme,Standard,Trainee 439,98,0.98,1,05/03/2021 00:00
London,L-21-BAT-01,BCS Business Analysis Foundation,Business Analysis Foundation Internal,Standard,Trainee 1053,98,0.98,1,05/03/2021 00:00
London,L-21-BAT-01,BCS Business Analysis Foundation,Business Analysis Foundation Internal,Standard,Trainee 1816,98,0.98,1,05/03/2021 00:00
London,L-21-BAT-01,BCS Business Analysis Foundation,Business Analysis Foundation Internal,Standard,Trainee 1819,98,0.98,1,05/03/2021 00:00
Toronto,T-21-COR-03,Professional Skills,Core - Pro Skills - Writing,Standard,Trainee 1084,39,0.975,1,05/03/2021 00:00
Singapore,S-21-JAV-01,Java Week 1,Java Marking Scheme,Standard,Trainee 195,97,0.97,1,05/03/2021 00:00
Sydney,SY-21-JAV-01,Java Week 2,Java Marking Scheme,Standard,Trainee 463,97,0.97,1,05/03/2021 00:00
Sydney,SY-21-FOU-03,Unix,Core - UNIX Command Line Test March 2015,Standard,Trainee 1917,97,0.97,1,05/03/2021 00:00
Sydney,SY-21-FOU-03,Unix,Core - UNIX Shell Scripting Project March 2015,Standard,Trainee 1917,97,0.97,1,05/03/2021 00:00
Sydney,SY-21-FOU-03,Unix,Core - UNIX Shell Scripting Project March 2015,Standard,Trainee 809,97,0.97,1,05/03/2021 00:00
Arlington,AR-21-BI-01,Business Intelligence and Data Warehousing,General Marking Scheme,Standard,Trainee 1963,97,0.97,1,05/03/2021 00:00
New York,N-20-JAV-17,Java 4- APM,General Marking Scheme,Standard,Trainee 1970,97,0.97,1,05/03/2021 00:00
Leeds,LE-21-FOU-04,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 222,58,0.9667,1,05/03/2021 00:00
Glasgow,G-21-FOU-06,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 1993,58,0.9667,1,05/03/2021 00:00
Glasgow,G(L)-21-FOU-05,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 303,58,0.9667,1,05/03/2021 00:00
Frankfurt,F-21-FOU-03,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 327,58,0.9667,1,05/03/2021 00:00
Frankfurt,F-21-FOU-03,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 1672,58,0.9667,1,05/03/2021 00:00
Glasgow,G-21-FOU-06,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 1775,58,0.9667,1,05/03/2021 00:00
Sydney,SY-21-FOU-04,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 932,58,0.9667,1,05/03/2021 00:00
Frankfurt,F-21-FOU-03,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 946,58,0.9667,1,05/03/2021 00:00
Leeds,LE-21-FOU-05,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 1104,58,0.9667,1,05/03/2021 00:00
Frankfurt,F-21-FOU-03,Pro Skills,Core - Pro Skills - Interview,Standard,Trainee 1607,77,0.9625,2,05/03/2021 00:00
London,L-21-GB2B-02,Excel,EXCEL Project - March 2017,Standard,Trainee 2123,96,0.96,1,05/03/2021 00:00
Singapore,S-21-JAV-01,Java Week 1,Java Marking Scheme,Standard,Trainee 239,96,0.96,1,05/03/2021 00:00
Sydney,SY-21-BA/BI-01,Excel,EXCEL Project - March 2017,Standard,Trainee 270,96,0.96,1,05/03/2021 00:00
Hong Kong,H-21-FOU-02,Excel,EXCEL Exam - March 2017,Standard,Trainee 294,96,0.96,1,05/03/2021 00:00
Hong Kong,H-21-FOU-02,Excel,EXCEL Project - March 2017,Standard,Trainee 294,96,0.96,1,05/03/2021 00:00
London,L-21-BAT-01,BCS Business Analysis Foundation,Business Analysis Foundation Internal,Standard,Trainee 450,96,0.96,1,05/03/2021 00:00
Glasgow,G-21-OOD-01,Object Orientated Development Week 3,OOD Marking Scheme,Standard,Trainee 2014,96,0.96,1,05/03/2021 00:00
Glasgow,G-21-BIT-01,Extract; Transform; Load,General Marking Scheme,Standard,Trainee 619,96,0.96,1,05/03/2021 00:00
New York,N-21-TOP-01,Business Analysis,Core - Business Fundamentals Exam,Standard,Trainee 638,96,0.96,1,05/03/2021 00:00
New York,N-21-TOP-01,Business Analysis,Core - Business Fundamentals Exam,Standard,Trainee 783,96,0.96,1,05/03/2021 00:00
Sydney,SY-21-JAV-01,Java Week 2,Java Marking Scheme,Standard,Trainee 797,96,0.96,1,05/03/2021 00:00
Sydney,SY-21-BA/BI-01,Excel,EXCEL Exam - March 2017,Standard,Trainee 2034,96,0.96,1,05/03/2021 00:00
New York,N-21-TOP-01,Business Analysis,Core - Business Fundamentals Exam,Standard,Trainee 925,96,0.96,1,05/03/2021 00:00
New York,N-21-TOP-01,Business Analysis,Core - Business Fundamentals Exam,Standard,Trainee 955,96,0.96,1,05/03/2021 00:00
Glasgow,G-21-OOD-01,Object Orientated Development Week 3,OOD Marking Scheme,Standard,Trainee 978,96,0.96,1,05/03/2021 00:00
Glasgow,G-21-OOD-01,Object Orientated Development Week 3,OOD Marking Scheme,Standard,Trainee 2205,96,0.96,1,05/03/2021 00:00
New York,N-21-TOP-01,Business Analysis,Core - Business Fundamentals Exam,Standard,Trainee 1052,96,0.96,1,05/03/2021 00:00
Leeds,LE-21-FOU-04,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 38,57,0.95,1,05/03/2021 00:00
Poland,P-21-FOU-01,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 88,57,0.95,1,05/03/2021 00:00
Glasgow,G-21-BIT-01,Extract; Transform; Load,General Marking Scheme,Standard,Trainee 1736,95,0.95,1,05/03/2021 00:00
Frankfurt,F-21-FOU-03,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 1671,57,0.95,1,05/03/2021 00:00
London,L-21-JAV-01,WebApps JavaScript/TypeScript/Angular/React Wk 1,Java Marking Scheme,Standard,Trainee 362,95,0.95,1,05/03/2021 00:00
London,L-21-JAV-01,WebApps JavaScript/TypeScript/Angular/React Wk 1,Java Marking Scheme,Standard,Trainee 422,95,0.95,1,05/03/2021 00:00
Frankfurt,F-21-FOU-03,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 1607,57,0.95,1,05/03/2021 00:00
Frankfurt,F-21-BAT-01,Business Analysis,Business Analyst Foundation Certificate,External,Trainee 665,38,0.95,1,05/03/2021 00:00
New York,N-20-JAV-17,Java 4- APM,General Marking Scheme,Standard,Trainee 2364,95,0.95,1,05/03/2021 00:00
Arlington,AR-20-APP-07,ITIL,ISEB ITIL Foundation Exam,External,Trainee 927,38,0.95,1,05/03/2021 00:00
Sydney,SY-21-JAV-01,Java Week 2,Java Marking Scheme,Standard,Trainee 1235,95,0.95,1,05/03/2021 00:00
London,L-21-GB2B-02,Excel,EXCEL Project - March 2017,Standard,Trainee 1262,95,0.95,1,05/03/2021 00:00
Glasgow,G(L)-21-FOU-05,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 1287,57,0.95,1,05/03/2021 00:00
London,L-21-GB2B-02,Excel,EXCEL Project - March 2017,Standard,Trainee 2421,95,0.95,1,05/03/2021 00:00
Frankfurt,F-21-FOU-03,Pro Skills,Core - Pro Skills - Interview,Standard,Trainee 1714,76,0.95,1,05/03/2021 00:00
Toronto,T-21-COR-03,Professional Skills,Core - Pro Skills - Writing,Standard,Trainee 1647,38,0.95,1,05/03/2021 00:00
Frankfurt,F-21-BAT-01,Business Analysis,Business Analyst Foundation Certificate,External,Trainee 1491,38,0.95,1,05/03/2021 00:00
Glasgow,G-21-FOU-06,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 1840,57,0.95,1,05/03/2021 00:00
Sydney,SY-21-BA/BI-01,Excel,EXCEL Exam - March 2017,Standard,Trainee 2124,94,0.94,1,05/03/2021 00:00
New York,N-21-TOP-01,Business Analysis,Core - Business Fundamentals Exam,Standard,Trainee 186,94,0.94,1,05/03/2021 00:00
Hong Kong,H-21-FOU-02,Excel,EXCEL Project - March 2017,Standard,Trainee 254,94,0.94,1,05/03/2021 00:00
New York,N-21-TOP-01,Business Analysis,Core - Business Fundamentals Exam,Standard,Trainee 2027,94,0.94,1,05/03/2021 00:00
London,L-21-GB2B-02,Excel,EXCEL Project - March 2017,Standard,Trainee 2106,94,0.94,1,05/03/2021 00:00
London,L-21-GB2B-02,Excel,EXCEL Exam - March 2017,Standard,Trainee 2107,94,0.94,1,05/03/2021 00:00
New York,N-21-TOP-01,Business Analysis,Core - Business Fundamentals Exam,Standard,Trainee 1690,94,0.94,1,05/03/2021 00:00
London,L-21-GB2B-02,Excel,EXCEL Exam - March 2017,Standard,Trainee 1691,94,0.94,1,05/03/2021 00:00
Leeds,LE-21-ISM-01,GRC,General Marking Scheme,Standard,Trainee 2400,94,0.94,1,05/03/2021 00:00
London,L-21-GB2B-02,Excel,EXCEL Exam - March 2017,Standard,Trainee 2421,94,0.94,1,05/03/2021 00:00
New York,N-21-TOP-01,Business Analysis,Core - Business Fundamentals Exam,Standard,Trainee 1498,94,0.94,1,05/03/2021 00:00
Frankfurt,F-21-FOU-03,Pro Skills,Core - Pro Skills - Interview,Standard,Trainee 1671,75,0.9375,1,05/03/2021 00:00
Frankfurt,F-21-FOU-03,Pro Skills,Core - Pro Skills - Interview,Standard,Trainee 658,75,0.9375,1,05/03/2021 00:00
Glasgow,G-21-FOU-06,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 2277,56,0.9333,1,05/03/2021 00:00
Poland,P-21-FOU-01,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 155,56,0.9333,1,05/03/2021 00:00
Hong Kong,H-21-FOU-03,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 2296,56,0.9333,1,05/03/2021 00:00
Glasgow,G-21-FOU-06,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 1745,56,0.9333,1,05/03/2021 00:00
Hong Kong,H-21-FOU-03,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 1998,56,0.9333,1,05/03/2021 00:00
Leeds,LE-21-FOU-05,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 2314,56,0.9333,1,05/03/2021 00:00
Frankfurt,F-21-FOU-03,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 1607,56,0.9333,1,05/03/2021 00:00
Glasgow,G(L)-21-FOU-05,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 691,56,0.9333,1,05/03/2021 00:00
Hong Kong,H-21-FOU-03,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 2384,56,0.9333,1,05/03/2021 00:00
Glasgow,G(L)-21-FOU-05,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 1106,56,0.9333,1,05/03/2021 00:00
Sydney,SY-21-FOU-04,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 1237,56,0.9333,1,05/03/2021 00:00
Glasgow,G(L)-21-FOU-05,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 2077,56,0.9333,1,05/03/2021 00:00
New York,N-20-JAV-17,Java 4- APM,General Marking Scheme,Standard,Trainee 2627,93,0.93,1,05/03/2021 00:00
Arlington,AR-21-BI-01,Business Intelligence and Data Warehousing,General Marking Scheme,Standard,Trainee 940,93,0.93,1,05/03/2021 00:00
New York,N-20-JAV-17,Java 4- APM,General Marking Scheme,Standard,Trainee 1801,93,0.93,1,05/03/2021 00:00
Glasgow,G-21-FOU-03,Unix,EMEA UNIX Command Line Test 2021,Standard,Trainee 1131,93,0.93,1,05/03/2021 00:00
Sydney,SY-21-FOU-03,Unix,Core - UNIX Command Line Test March 2015,Standard,Trainee 1374,93,0.93,1,05/03/2021 00:00
Arlington,AR-21-BI-01,Business Intelligence and Data Warehousing,General Marking Scheme,Standard,Trainee 1573,93,0.93,1,05/03/2021 00:00
Toronto,T-21-COR-03,Professional Skills,Core - Pro Skills - Writing,Standard,Trainee 178,37,0.925,1,05/03/2021 00:00
Toronto,T-21-COR-03,Professional Skills,Core - Pro Skills - Writing,Standard,Trainee 1058,37,0.925,1,05/03/2021 00:00
Toronto,T-21-JAV-04,OOD 2,OOD Marking Scheme,Standard,Trainee 2269,92,0.92,1,05/03/2021 00:00
Hong Kong,H-21-FOU-02,Excel,EXCEL Project - March 2017,Standard,Trainee 215,92,0.92,1,05/03/2021 00:00
Toronto,T-21-JAV-04,OOD 2,OOD Marking Scheme,Standard,Trainee 216,92,0.92,1,05/03/2021 00:00
Sydney,SY-21-CST-03,SecOps Week 1,Info Sec Operations Exam,Standard,Trainee 261,92,0.92,1,05/03/2021 00:00
Glasgow,G-21-OOD-01,Object Orientated Development Week 3,OOD Marking Scheme,Standard,Trainee 1996,92,0.92,1,05/03/2021 00:00
Johannesburg,J-21-OOD-01,Object Orientated Development Week 3,OOD Marking Scheme,Standard,Trainee 324,92,0.92,1,05/03/2021 00:00
Toronto,T-21-JAV-04,OOD 2,OOD Marking Scheme,Standard,Trainee 408,92,0.92,1,05/03/2021 00:00
New York,N-21-TOP-01,Business Analysis,Core - Business Fundamentals Exam,Standard,Trainee 651,92,0.92,1,05/03/2021 00:00
Toronto,T-21-JAV-04,OOD 2,OOD Marking Scheme,Standard,Trainee 694,92,0.92,1,05/03/2021 00:00
Toronto,T-21-JAV-04,OOD 2,OOD Marking Scheme,Standard,Trainee 705,92,0.92,1,05/03/2021 00:00
Glasgow,G-21-OOD-01,Object Orientated Development Week 3,OOD Marking Scheme,Standard,Trainee 2585,92,0.92,1,05/03/2021 00:00
London,L-21-GB2B-02,Excel,EXCEL Project - March 2017,Standard,Trainee 1691,92,0.92,1,05/03/2021 00:00
Leeds,LE-21-ISM-01,GRC,General Marking Scheme,Standard,Trainee 2365,92,0.92,1,05/03/2021 00:00
Johannesburg,J-21-OOD-01,Object Orientated Development Week 3,OOD Marking Scheme,Standard,Trainee 1055,92,0.92,1,05/03/2021 00:00
Leeds,LE-21-ISM-01,GRC,General Marking Scheme,Standard,Trainee 2676,92,0.92,1,05/03/2021 00:00
Toronto,T-21-JAV-04,OOD 2,OOD Marking Scheme,Standard,Trainee 1959,92,0.92,1,05/03/2021 00:00
Johannesburg,J-21-OOD-01,Object Orientated Development Week 3,OOD Marking Scheme,Standard,Trainee 1352,92,0.92,1,05/03/2021 00:00
Sydney,SY-21-FOU-03,Unix,Core - UNIX Shell Scripting Project March 2015,Standard,Trainee 1374,92,0.92,2,05/03/2021 00:00
Sydney,SY-21-BA/BI-01,Excel,EXCEL Exam - March 2017,Standard,Trainee 2086,92,0.92,1,05/03/2021 00:00
Leeds,LE-21-FOU-04,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 2519,55,0.9167,1,05/03/2021 00:00
Leeds,LE-21-FOU-05,Pro Skills,EMEA Pro Skills I/V Assessment 2021,Standard,Trainee 325,44,0.9167,1,05/03/2021 00:00
Frankfurt,F-21-FOU-03,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 1672,55,0.9167,1,05/03/2021 00:00
Toronto,T-21-COR-03,Professional Skills,Core - Pro Skills - Presentation,Standard,Trainee 364,55,0.9167,1,05/03/2021 00:00
Leeds,LE-21-FOU-05,Pro Skills,EMEA Pro Skills I/V Assessment 2021,Standard,Trainee 2344,44,0.9167,1,05/03/2021 00:00
Sydney,SY-21-FOU-04,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 744,55,0.9167,1,05/03/2021 00:00
Glasgow,G-21-FOU-06,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 944,55,0.9167,1,05/03/2021 00:00
Toronto,T-21-COR-03,Professional Skills,Core - Pro Skills - Presentation,Standard,Trainee 1058,55,0.9167,1,05/03/2021 00:00
Glasgow,G(L)-21-FOU-05,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 1063,55,0.9167,1,05/03/2021 00:00
Singapore,S-21-JAV-01,Java Week 1,Java Marking Scheme,Standard,Trainee 42,91,0.91,1,05/03/2021 00:00
London,L-21-BAT-01,BCS Business Analysis Foundation,Business Analysis Foundation Internal,Standard,Trainee 2708,91,0.91,1,05/03/2021 00:00
New York,N-20-JAV-17,Java 4- APM,General Marking Scheme,Standard,Trainee 1577,91,0.91,1,05/03/2021 00:00
London,L-21-JAV-01,WebApps JavaScript/TypeScript/Angular/React Wk 1,Java Marking Scheme,Standard,Trainee 7,90,0.9,1,05/03/2021 00:00
Leeds,LE-21-FOU-05,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 1655,54,0.9,1,05/03/2021 00:00
Arlington,AR-21-BI-01,Business Intelligence and Data Warehousing,General Marking Scheme,Standard,Trainee 2703,90,0.9,1,05/03/2021 00:00
Toronto,T-21-COR-03,Professional Skills,Core - Pro Skills - Presentation,Standard,Trainee 120,54,0.9,1,05/03/2021 00:00
Poland,P-21-FOU-01,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 155,54,0.9,1,05/03/2021 00:00
Leeds,LE-21-ISM-01,GRC,General Marking Scheme,Standard,Trainee 250,90,0.9,1,05/03/2021 00:00
Sydney,SY-21-JAV-01,Java Week 2,Java Marking Scheme,Standard,Trainee 289,90,0.9,1,05/03/2021 00:00
Glasgow,G-21-BIT-01,Extract; Transform; Load,General Marking Scheme,Standard,Trainee 333,90,0.9,1,05/03/2021 00:00
London,L-21-BAT-01,BCS Business Analysis Foundation,Business Analysis Foundation Internal,Standard,Trainee 350,90,0.9,1,05/03/2021 00:00
Frankfurt,F-21-FOU-03,Pro Skills,EMEA Pro Skills Written Assessment 2021,Standard,Trainee 1671,54,0.9,1,05/03/2021 00:00
Toronto,T-21-COR-03,Professional Skills,Core - Pro Skills - Writing,Standard,Trainee 364,36,0.9,1,05/03/2021 00:00
London,L-21-JAV-01,WebApps JavaScript/TypeScript/Angular/React Wk 1,Java Marking Scheme,Standard,Trainee 406,90,0.9,1,05/03/2021 00:00
London,L-21-JAV-01,WebApps JavaScript/TypeScript/Angular/React Wk 1,Java Marking Scheme,Standard,Trainee 416,90,0.9,1,05/03/2021 00:00
Glasgow,G-21-BIT-01,Extract; Transform; Load,General Marking Scheme,Standard,Trainee 2010,90,0.9,1,05/03/2021 00:00
Arlington,AR-21-BI-01,Business Intelligence and Data Warehousing,General Marking Scheme,Standard,Trainee 693,90,0.9,1,05/03/2021 00:00
Sydney,SY-21-FOU-03,Unix,Core - UNIX Command Line Test March 2015,Standard,Trainee 2582,90,0.9,1,05/03/2021 00:00
Arlington,AR-21-BI-01,Business Intelligence and Data Warehousing,General Marking Scheme,Standard,Trainee 796,90,0.9,1,05/03/2021 00:00
Leeds,LE-21-FOU-04,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 2179,54,0.9,1,05/03/2021 00:00
Leeds,LE-21-ISM-01,GRC,General Marking Scheme,Standard,Trainee 2362,90,0.9,1,05/03/2021 00:00
Sydney,SY-21-BA/BI-01,Excel,EXCEL Exam - March 2017,Standard,Trainee 2203,90,0.9,1,05/03/2021 00:00
Sydney,SY-21-BA/BI-01,Excel,EXCEL Project - March 2017,Standard,Trainee 2203,90,0.9,1,05/03/2021 00:00
